"respondent","i","j","type","weight"
4900101,4900101,4913901,"borrowmoney",1
4900102,4900102,4913901,"borrowmoney",1
4900103,4900103,4900302,"borrowmoney",1
4900201,4900201,4900101,"borrowmoney",1
4900202,4900202,4900602,"borrowmoney",1
4900204,4900204,4900402,"borrowmoney",1
4900301,4900301,4901001,"borrowmoney",1
4900302,4900302,4914001,"borrowmoney",1
4900601,4900601,4900101,"borrowmoney",1
4900602,4900602,4900101,"borrowmoney",1
4900901,4900901,4900201,"borrowmoney",1
4900902,4900902,4910402,"borrowmoney",1
4900903,4900903,4902401,"borrowmoney",1
4900904,4900904,4916202,"borrowmoney",1
4901001,4901001,4909203,"borrowmoney",1
4901002,4901002,4900302,"borrowmoney",1
4901201,4901201,4910901,"borrowmoney",1
4901202,4901202,4901802,"borrowmoney",1
4901701,4901701,4902201,"borrowmoney",1
4901702,4901702,4904002,"borrowmoney",1
4901801,4901801,4901301,"borrowmoney",1
4901802,4901802,4910902,"borrowmoney",1
4901901,4901901,4903001,"borrowmoney",1
4901902,4901902,4908402,"borrowmoney",1
4902101,4902101,4904501,"borrowmoney",1
4902102,4902102,4902202,"borrowmoney",1
4902201,4902201,4904201,"borrowmoney",1
4902202,4902202,4902002,"borrowmoney",1
4902205,4902205,4902002,"borrowmoney",1
4902301,4902301,4901201,"borrowmoney",1
4902302,4902302,4900201,"borrowmoney",1
4902601,4902601,4910201,"borrowmoney",1
4902602,4902602,4902402,"borrowmoney",1
4902701,4902701,4901901,"borrowmoney",1
4902702,4902702,4902602,"borrowmoney",1
4902801,4902801,4905201,"borrowmoney",1
4902802,4902802,4902402,"borrowmoney",1
4902803,4902803,4914404,"borrowmoney",1
4902901,4902901,4902201,"borrowmoney",1
4902902,4902902,4902302,"borrowmoney",1
4903301,4903301,4903501,"borrowmoney",1
4903302,4903302,4903802,"borrowmoney",1
4903303,4903303,4903502,"borrowmoney",1
4903401,4903401,4906201,"borrowmoney",1
4903402,4903402,4915402,"borrowmoney",1
4903601,4903601,4904104,"borrowmoney",1
4903701,4903701,4903502,"borrowmoney",1
4903801,4903801,4904301,"borrowmoney",1
4903802,4903802,4904301,"borrowmoney",1
4904001,4904001,4903501,"borrowmoney",1
4904002,4904002,4904501,"borrowmoney",1
4904201,4904201,4903801,"borrowmoney",1
4904202,4904202,4903401,"borrowmoney",1
4904204,4904204,4903801,"borrowmoney",1
4904501,4904501,4903401,"borrowmoney",1
4904502,4904502,4904202,"borrowmoney",1
4904801,4904801,4905001,"borrowmoney",1
4904802,4904802,4905502,"borrowmoney",1
4905101,4905101,4903501,"borrowmoney",1
4905102,4905102,4905002,"borrowmoney",1
4905201,4905201,4905301,"borrowmoney",1
4905202,4905202,4905302,"borrowmoney",1
