"respondent","i","j","type","weight"
3300201,3300201,3317901,"borrowmoney",1
3300301,3300301,3300101,"borrowmoney",1
3300302,3300302,3300102,"borrowmoney",1
3300401,3300401,3302301,"borrowmoney",1
3300402,3300402,3301401,"borrowmoney",1
3300403,3300403,3301601,"borrowmoney",1
3300404,3300404,3301602,"borrowmoney",1
3300501,3300501,3320101,"borrowmoney",1
3300502,3300502,3300702,"borrowmoney",1
3301001,3301001,3300601,"borrowmoney",1
3301002,3301002,3320101,"borrowmoney",1
3301003,3301003,3301601,"borrowmoney",1
3301004,3301004,3302302,"borrowmoney",1
3301301,3301301,3301401,"borrowmoney",1
3301401,3301401,3302301,"borrowmoney",1
3301501,3301501,3302201,"borrowmoney",1
3301601,3301601,3301401,"borrowmoney",1
3301602,3301602,3301302,"borrowmoney",1
3301801,3301801,3319001,"borrowmoney",1
3301802,3301802,3302301,"borrowmoney",1
3301803,3301803,3317203,"borrowmoney",1
3301804,3301804,3314801,"borrowmoney",1
3302101,3302101,3302801,"borrowmoney",1
3302102,3302102,3302801,"borrowmoney",1
3302301,3302301,3317203,"borrowmoney",1
3302302,3302302,3306602,"borrowmoney",1
3302303,3302303,3314801,"borrowmoney",1
3302304,3302304,3306802,"borrowmoney",1
3302601,3302601,3301401,"borrowmoney",1
3302602,3302602,3301402,"borrowmoney",1
3302801,3302801,3301601,"borrowmoney",1
3302802,3302802,3302702,"borrowmoney",1
3303201,3303201,3302901,"borrowmoney",1
3303202,3303202,3303303,"borrowmoney",1
3303801,3303801,3303601,"borrowmoney",1
3303802,3303802,3301401,"borrowmoney",1
3303901,3303901,3303201,"borrowmoney",1
3303902,3303902,3305001,"borrowmoney",1
3304101,3304101,3304901,"borrowmoney",1
3304102,3304102,3303902,"borrowmoney",1
3304301,3304301,3303901,"borrowmoney",1
3304302,3304302,3303602,"borrowmoney",1
3304701,3304701,3305602,"borrowmoney",1
3304702,3304702,3305602,"borrowmoney",1
3304901,3304901,3303201,"borrowmoney",1
3304902,3304902,3304802,"borrowmoney",1
3305301,3305301,3304801,"borrowmoney",1
3305302,3305302,3305201,"borrowmoney",1
3305401,3305401,3304101,"borrowmoney",1
3305402,3305402,3303402,"borrowmoney",1
3305501,3305501,3305701,"borrowmoney",1
3305601,3305601,3305702,"borrowmoney",1
3305602,3305602,3305701,"borrowmoney",1
3305603,3305603,3306602,"borrowmoney",1
3305606,3305606,3306702,"borrowmoney",1
3305701,3305701,3315201,"borrowmoney",1
3305702,3305702,3306704,"borrowmoney",1
3306001,3306001,3308001,"borrowmoney",1
3307001,3307001,3306901,"borrowmoney",1
3307002,3307002,3302402,"borrowmoney",1
3307101,3307101,3307201,"borrowmoney",1
3307301,3307301,3302401,"borrowmoney",1
3307302,3307302,3307402,"borrowmoney",1
3307501,3307501,3307402,"borrowmoney",1
3307503,3307503,3301004,"borrowmoney",1
3308001,3308001,3311901,"borrowmoney",1
3308002,3308002,3307904,"borrowmoney",1
3308201,3308201,3309801,"borrowmoney",1
3308202,3308202,3309802,"borrowmoney",1
3308501,3308501,3308101,"borrowmoney",1
3308502,3308502,3308102,"borrowmoney",1
3308601,3308601,3310202,"borrowmoney",1
3308701,3308701,3308501,"borrowmoney",1
3308702,3308702,3310202,"borrowmoney",1
3308801,3308801,3305003,"borrowmoney",1
3308802,3308802,3305004,"borrowmoney",1
3308803,3308803,3309702,"borrowmoney",1
3309001,3309001,3313901,"borrowmoney",1
3309002,3309002,3307702,"borrowmoney",1
3309101,3309101,3317705,"borrowmoney",1
3309102,3309102,3317402,"borrowmoney",1
3309301,3309301,3309903,"borrowmoney",1
3309501,3309501,3308502,"borrowmoney",1
3309502,3309502,3315205,"borrowmoney",1
3309602,3309602,3309703,"borrowmoney",1
3309701,3309701,3301401,"borrowmoney",1
3309702,3309702,3309607,"borrowmoney",1
3309703,3309703,3309402,"borrowmoney",1
3309704,3309704,3314801,"borrowmoney",1
3309707,3309707,3311904,"borrowmoney",1
3309801,3309801,3309901,"borrowmoney",1
3309802,3309802,3309902,"borrowmoney",1
3309901,3309901,3315601,"borrowmoney",1
3309902,3309902,3315502,"borrowmoney",1
3310001,3310001,3311201,"borrowmoney",1
3310301,3310301,3311001,"borrowmoney",1
3310302,3310302,3308502,"borrowmoney",1
3310401,3310401,3315202,"borrowmoney",1
3310501,3310501,3310601,"borrowmoney",1
3310601,3310601,3301302,"borrowmoney",1
3310602,3310602,3301302,"borrowmoney",1
3310603,3310603,3307801,"borrowmoney",1
3310801,3310801,3311703,"borrowmoney",1
3310802,3310802,3311701,"borrowmoney",1
3310901,3310901,3315601,"borrowmoney",1
3310902,3310902,3315602,"borrowmoney",1
3311101,3311101,3311202,"borrowmoney",1
3311102,3311102,3311201,"borrowmoney",1
3311103,3311103,3311202,"borrowmoney",1
3311201,3311201,3320001,"borrowmoney",1
3311202,3311202,3320002,"borrowmoney",1
3311401,3311401,3311301,"borrowmoney",1
3311402,3311402,3317203,"borrowmoney",1
3311601,3311601,3311701,"borrowmoney",1
3311602,3311602,3310801,"borrowmoney",1
3311603,3311603,3310902,"borrowmoney",1
3311606,3311606,3315602,"borrowmoney",1
3311701,3311701,3317201,"borrowmoney",1
3311702,3311702,3315601,"borrowmoney",1
3312301,3312301,3301502,"borrowmoney",1
3312302,3312302,3307201,"borrowmoney",1
3312401,3312401,3313103,"borrowmoney",1
3312402,3312402,3310802,"borrowmoney",1
3313001,3313001,3312701,"borrowmoney",1
3313002,3313002,3313501,"borrowmoney",1
3313003,3313003,3306303,"borrowmoney",1
3313101,3313101,3311301,"borrowmoney",1
3313102,3313102,3313201,"borrowmoney",1
3313103,3313103,3314601,"borrowmoney",1
3313104,3313104,3311302,"borrowmoney",1
3313201,3313201,3311301,"borrowmoney",1
3313202,3313202,3313709,"borrowmoney",1
3313401,3313401,3306202,"borrowmoney",1
3313402,3313402,3313802,"borrowmoney",1
3313501,3313501,3306202,"borrowmoney",1
3313502,3313502,3313801,"borrowmoney",1
3313701,3313701,3313801,"borrowmoney",1
3313709,3313709,3310902,"borrowmoney",1
3314101,3314101,3319701,"borrowmoney",1
3314102,3314102,3319702,"borrowmoney",1
3314103,3314103,3314202,"borrowmoney",1
3314201,3314201,3317201,"borrowmoney",1
3314202,3314202,3314102,"borrowmoney",1
3314301,3314301,3320101,"borrowmoney",1
3314302,3314302,3319902,"borrowmoney",1
3314305,3314305,3320101,"borrowmoney",1
3314306,3314306,3313003,"borrowmoney",1
3314801,3314801,3317901,"borrowmoney",1
3314802,3314802,3317902,"borrowmoney",1
3314803,3314803,3309702,"borrowmoney",1
3314804,3314804,3314902,"borrowmoney",1
3315401,3315401,3315501,"borrowmoney",1
3315402,3315402,3315501,"borrowmoney",1
3315601,3315601,3315801,"borrowmoney",1
3315602,3315602,3316702,"borrowmoney",1
3315901,3315901,3316501,"borrowmoney",1
3315902,3315902,3316502,"borrowmoney",1
3316101,3316101,3313501,"borrowmoney",1
3316102,3316102,3316001,"borrowmoney",1
3316103,3316103,3315201,"borrowmoney",1
3316104,3316104,3312401,"borrowmoney",1
3316108,3316108,3315501,"borrowmoney",1
3316109,3316109,3311402,"borrowmoney",1
3316401,3316401,3302001,"borrowmoney",1
3316402,3316402,3315801,"borrowmoney",1
3316601,3316601,3316501,"borrowmoney",1
3316602,3316602,3317204,"borrowmoney",1
3316801,3316801,3315201,"borrowmoney",1
3316802,3316802,3316902,"borrowmoney",1
3317201,3317201,3317101,"borrowmoney",1
3317202,3317202,3317502,"borrowmoney",1
3317203,3317203,3317501,"borrowmoney",1
3317204,3317204,3317102,"borrowmoney",1
3317301,3317301,3317401,"borrowmoney",1
3317302,3317302,3317601,"borrowmoney",1
3317501,3317501,3317801,"borrowmoney",1
3317502,3317502,3317001,"borrowmoney",1
3317801,3317801,3302001,"borrowmoney",1
3317802,3317802,3317904,"borrowmoney",1
3317901,3317901,3319001,"borrowmoney",1
3317902,3317902,3319101,"borrowmoney",1
3317903,3317903,3317003,"borrowmoney",1
3317904,3317904,3317701,"borrowmoney",1
3318101,3318101,3317901,"borrowmoney",1
3318102,3318102,3314902,"borrowmoney",1
3318103,3318103,3318202,"borrowmoney",1
3318201,3318201,3315201,"borrowmoney",1
3318202,3318202,3317802,"borrowmoney",1
3318901,3318901,3314701,"borrowmoney",1
3318902,3318902,3314702,"borrowmoney",1
3319001,3319001,3317901,"borrowmoney",1
3319002,3319002,3301501,"borrowmoney",1
3319003,3319003,3302002,"borrowmoney",1
3319101,3319101,3317702,"borrowmoney",1
3319401,3319401,3316401,"borrowmoney",1
3319402,3319402,3319207,"borrowmoney",1
3319501,3319501,3319701,"borrowmoney",1
3319502,3319502,3319002,"borrowmoney",1
3319601,3319601,3316901,"borrowmoney",1
3319602,3319602,3319801,"borrowmoney",1
3319701,3319701,3320401,"borrowmoney",1
3319702,3319702,3314102,"borrowmoney",1
3319801,3319801,3301401,"borrowmoney",1
3319802,3319802,3319602,"borrowmoney",1
3319901,3319901,3320101,"borrowmoney",1
3319902,3319902,3320101,"borrowmoney",1
3320201,3320201,3300801,"borrowmoney",1
3320202,3320202,3300802,"borrowmoney",1
3320203,3320203,3300802,"borrowmoney",1
3320205,3320205,3320001,"borrowmoney",1
3320206,3320206,3300804,"borrowmoney",1
3320401,3320401,3320101,"borrowmoney",1
3320402,3320402,3320101,"borrowmoney",1
3320403,3320403,3300501,"borrowmoney",1
3300201,3300201,3301401,"borrowmoney",1
3300301,3300301,3313501,"borrowmoney",1
3300302,3300302,3316402,"borrowmoney",1
3300401,3300401,3301401,"borrowmoney",1
3300402,3300402,3309707,"borrowmoney",1
3300403,3300403,3309703,"borrowmoney",1
3300404,3300404,3308701,"borrowmoney",1
3300501,3300501,3300601,"borrowmoney",1
3300502,3300502,3320206,"borrowmoney",1
3301001,3301001,3300501,"borrowmoney",1
3301002,3301002,3300501,"borrowmoney",1
3301003,3301003,3302601,"borrowmoney",1
3301004,3301004,3302102,"borrowmoney",1
3301301,3301301,3301602,"borrowmoney",1
3301401,3301401,3301201,"borrowmoney",1
3301501,3301501,3302301,"borrowmoney",1
3301601,3301601,3301003,"borrowmoney",1
3301602,3301602,3302902,"borrowmoney",1
3301801,3301801,3301602,"borrowmoney",1
3301802,3301802,3302101,"borrowmoney",1
3301803,3301803,3306302,"borrowmoney",1
3301804,3301804,3301601,"borrowmoney",1
3302101,3302101,3302001,"borrowmoney",1
3302102,3302102,3302001,"borrowmoney",1
3302301,3302301,3302201,"borrowmoney",1
3302302,3302302,3302202,"borrowmoney",1
3302303,3302303,3302202,"borrowmoney",1
3302304,3302304,3302202,"borrowmoney",1
3302601,3302601,3302301,"borrowmoney",1
3302602,3302602,3302301,"borrowmoney",1
3302801,3302801,3302102,"borrowmoney",1
3303201,3303201,3303101,"borrowmoney",1
3303202,3303202,3303101,"borrowmoney",1
3303501,3303501,3304301,"borrowmoney",1
3303502,3303502,3304302,"borrowmoney",1
3303801,3303801,3303901,"borrowmoney",1
3303802,3303802,3303901,"borrowmoney",1
3303901,3303901,3303301,"borrowmoney",1
3303902,3303902,3301401,"borrowmoney",1
3304101,3304101,3303802,"borrowmoney",1
3304102,3304102,3303803,"borrowmoney",1
3304301,3304301,3304801,"borrowmoney",1
3304302,3304302,3303404,"borrowmoney",1
3304701,3304701,3304801,"borrowmoney",1
3304702,3304702,3304802,"borrowmoney",1
3304901,3304901,3308902,"borrowmoney",1
3304902,3304902,3308903,"borrowmoney",1
3305301,3305301,3303201,"borrowmoney",1
3305302,3305302,3303202,"borrowmoney",1
3305401,3305401,3303401,"borrowmoney",1
3305402,3305402,3304102,"borrowmoney",1
3305501,3305501,3302802,"borrowmoney",1
3305601,3305601,3306702,"borrowmoney",1
3305602,3305602,3306701,"borrowmoney",1
3305603,3305603,3305802,"borrowmoney",1
3305606,3305606,3306602,"borrowmoney",1
3305701,3305701,3318801,"borrowmoney",1
3305702,3305702,3305601,"borrowmoney",1
3306001,3306001,3315601,"borrowmoney",1
3306002,3306002,3308002,"borrowmoney",1
3307001,3307001,3302401,"borrowmoney",1
3307002,3307002,3306902,"borrowmoney",1
3307101,3307101,3306702,"borrowmoney",1
3307301,3307301,3307401,"borrowmoney",1
3307302,3307302,3302402,"borrowmoney",1
3307501,3307501,3307302,"borrowmoney",1
3307503,3307503,3307402,"borrowmoney",1
3308001,3308001,3307903,"borrowmoney",1
3308002,3308002,3311901,"borrowmoney",1
3308201,3308201,3314101,"borrowmoney",1
3308202,3308202,3314102,"borrowmoney",1
3308501,3308501,3318001,"borrowmoney",1
3308502,3308502,3318002,"borrowmoney",1
3308601,3308601,3308502,"borrowmoney",1
3308701,3308701,3310205,"borrowmoney",1
3308702,3308702,3308502,"borrowmoney",1
3308801,3308801,3310205,"borrowmoney",1
3308802,3308802,3315202,"borrowmoney",1
3308803,3308803,3315202,"borrowmoney",1
3309301,3309301,3309402,"borrowmoney",1
3309501,3309501,3304101,"borrowmoney",1
3309701,3309701,3310901,"borrowmoney",1
3309702,3309702,3309402,"borrowmoney",1
3309703,3309703,3309607,"borrowmoney",1
3309704,3309704,3314901,"borrowmoney",1
3309707,3309707,3318706,"borrowmoney",1
3309801,3309801,3315501,"borrowmoney",1
3309802,3309802,3315502,"borrowmoney",1
3309901,3309901,3315501,"borrowmoney",1
3309902,3309902,3316108,"borrowmoney",1
3310301,3310301,3308501,"borrowmoney",1
3310302,3310302,3310101,"borrowmoney",1
3310401,3310401,3310302,"borrowmoney",1
3310601,3310601,3301401,"borrowmoney",1
3310602,3310602,3301401,"borrowmoney",1
3310603,3310603,3312002,"borrowmoney",1
3310801,3310801,3315601,"borrowmoney",1
3310802,3310802,3311703,"borrowmoney",1
3310901,3310901,3311102,"borrowmoney",1
3310902,3310902,3311603,"borrowmoney",1
3311101,3311101,3315101,"borrowmoney",1
3311201,3311201,3314901,"borrowmoney",1
3311202,3311202,3314902,"borrowmoney",1
3311401,3311401,3317203,"borrowmoney",1
3311402,3311402,3311302,"borrowmoney",1
3311602,3311602,3311502,"borrowmoney",1
3311606,3311606,3310902,"borrowmoney",1
3311701,3311701,3315601,"borrowmoney",1
3312301,3312301,3301503,"borrowmoney",1
3312302,3312302,3316104,"borrowmoney",1
3312401,3312401,3315901,"borrowmoney",1
