"respondent","i","j","type","weight"
4600101,4600101,4604401,"borrowmoney",1
4600401,4600401,4601101,"borrowmoney",1
4600402,4600402,4600802,"borrowmoney",1
4600403,4600403,4600802,"borrowmoney",1
4600501,4600501,4618601,"borrowmoney",1
4600502,4600502,4601102,"borrowmoney",1
4600901,4600901,4601101,"borrowmoney",1
4600902,4600902,4601002,"borrowmoney",1
4601101,4601101,4606101,"borrowmoney",1
4601102,4601102,4600902,"borrowmoney",1
4601201,4601201,4601101,"borrowmoney",1
4601202,4601202,4608201,"borrowmoney",1
4601203,4601203,4606101,"borrowmoney",1
4601301,4601301,4604703,"borrowmoney",1
4601302,4601302,4601402,"borrowmoney",1
4601401,4601401,4601301,"borrowmoney",1
4601402,4601402,4601301,"borrowmoney",1
4601501,4601501,4604703,"borrowmoney",1
4601502,4601502,4601801,"borrowmoney",1
4601801,4601801,4601901,"borrowmoney",1
4601802,4601802,4601605,"borrowmoney",1
4602202,4602202,4610702,"borrowmoney",1
4602301,4602301,4602403,"borrowmoney",1
4602302,4602302,4602403,"borrowmoney",1
4602307,4602307,4602404,"borrowmoney",1
4602401,4602401,4603901,"borrowmoney",1
4602402,4602402,4602702,"borrowmoney",1
4602403,4602403,4602301,"borrowmoney",1
4602404,4602404,4625402,"borrowmoney",1
4602701,4602701,4620701,"borrowmoney",1
4602702,4602702,4603102,"borrowmoney",1
4602801,4602801,4601001,"borrowmoney",1
4602802,4602802,4603102,"borrowmoney",1
4602803,4602803,4603102,"borrowmoney",1
4602902,4602902,4603202,"borrowmoney",1
4602903,4602903,4603102,"borrowmoney",1
4603201,4603201,4602001,"borrowmoney",1
4603202,4603202,4603102,"borrowmoney",1
4603501,4603501,4603601,"borrowmoney",1
4603502,4603502,4603401,"borrowmoney",1
4603601,4603601,4603501,"borrowmoney",1
4603602,4603602,4603401,"borrowmoney",1
4603801,4603801,4604002,"borrowmoney",1
4604001,4604001,4603902,"borrowmoney",1
4604002,4604002,4603902,"borrowmoney",1
4604201,4604201,4607401,"borrowmoney",1
4604202,4604202,4611402,"borrowmoney",1
4604401,4604401,4604301,"borrowmoney",1
4604402,4604402,4604502,"borrowmoney",1
4604601,4604601,4604501,"borrowmoney",1
4604602,4604602,4604501,"borrowmoney",1
4604701,4604701,4601101,"borrowmoney",1
4604702,4604702,4605202,"borrowmoney",1
4604703,4604703,4606101,"borrowmoney",1
4604704,4604704,4603203,"borrowmoney",1
4604707,4604707,4604803,"borrowmoney",1
4605501,4605501,4605401,"borrowmoney",1
4605502,4605502,4605402,"borrowmoney",1
4605504,4605504,4605401,"borrowmoney",1
4605701,4605701,4605101,"borrowmoney",1
4605702,4605702,4605101,"borrowmoney",1
4605707,4605707,4603502,"borrowmoney",1
4605902,4605902,4606102,"borrowmoney",1
4606501,4606501,4601101,"borrowmoney",1
4606502,4606502,4606202,"borrowmoney",1
4606701,4606701,4606101,"borrowmoney",1
4606702,4606702,4606601,"borrowmoney",1
4606802,4606802,4604202,"borrowmoney",1
4607102,4607102,4611601,"borrowmoney",1
4607201,4607201,4601101,"borrowmoney",1
4607202,4607202,4607602,"borrowmoney",1
4607301,4607301,4607401,"borrowmoney",1
4607302,4607302,4607401,"borrowmoney",1
4607401,4607401,4604201,"borrowmoney",1
4607402,4607402,4605202,"borrowmoney",1
4607701,4607701,4601301,"borrowmoney",1
4607702,4607702,4601301,"borrowmoney",1
4607703,4607703,4605202,"borrowmoney",1
4608201,4608201,4612601,"borrowmoney",1
4608202,4608202,4608402,"borrowmoney",1
4608601,4608601,4608702,"borrowmoney",1
4608604,4608604,4602201,"borrowmoney",1
4608605,4608605,4608601,"borrowmoney",1
4608701,4608701,4609601,"borrowmoney",1
4608702,4608702,4608004,"borrowmoney",1
4608705,4608705,4608604,"borrowmoney",1
4608706,4608706,4609902,"borrowmoney",1
4608901,4608901,4604801,"borrowmoney",1
4608902,4608902,4609001,"borrowmoney",1
4608903,4608903,4625903,"borrowmoney",1
4608904,4608904,4608702,"borrowmoney",1
4609101,4609101,4609801,"borrowmoney",1
4609102,4609102,4609701,"borrowmoney",1
4609201,4609201,4608901,"borrowmoney",1
4609202,4609202,4609701,"borrowmoney",1
4609301,4609301,4601101,"borrowmoney",1
4609302,4609302,4609802,"borrowmoney",1
4609401,4609401,4610003,"borrowmoney",1
4609402,4609402,4604402,"borrowmoney",1
4609701,4609701,4607901,"borrowmoney",1
4609702,4609702,4608702,"borrowmoney",1
4609801,4609801,4616801,"borrowmoney",1
4609802,4609802,4609901,"borrowmoney",1
4609803,4609803,4625903,"borrowmoney",1
4609804,4609804,4609402,"borrowmoney",1
4609807,4609807,4608801,"borrowmoney",1
4609808,4609808,4609402,"borrowmoney",1
4610101,4610101,4610701,"borrowmoney",1
4610102,4610102,4611002,"borrowmoney",1
4610301,4610301,4600101,"borrowmoney",1
4610302,4610302,4610202,"borrowmoney",1
4610901,4610901,4612401,"borrowmoney",1
4610902,4610902,4611002,"borrowmoney",1
4611001,4611001,4616801,"borrowmoney",1
4611002,4611002,4610902,"borrowmoney",1
4611201,4611201,4611301,"borrowmoney",1
4611202,4611202,4611102,"borrowmoney",1
4611301,4611301,4615701,"borrowmoney",1
4611302,4611302,4610301,"borrowmoney",1
4611303,4611303,4615304,"borrowmoney",1
4611305,4611305,4616101,"borrowmoney",1
4611501,4611501,4600801,"borrowmoney",1
4611502,4611502,4611601,"borrowmoney",1
4611601,4611601,4611501,"borrowmoney",1
4611602,4611602,4607106,"borrowmoney",1
4611701,4611701,4601701,"borrowmoney",1
4611801,4611801,4606101,"borrowmoney",1
4611806,4611806,4607201,"borrowmoney",1
4611807,4611807,4607202,"borrowmoney",1
4612101,4612101,4613001,"borrowmoney",1
4612102,4612102,4610701,"borrowmoney",1
4612103,4612103,4615703,"borrowmoney",1
4612301,4612301,4615501,"borrowmoney",1
4612302,4612302,4615501,"borrowmoney",1
4612401,4612401,4615301,"borrowmoney",1
4612402,4612402,4612502,"borrowmoney",1
4612601,4612601,4601101,"borrowmoney",1
4612602,4612602,4612401,"borrowmoney",1
4612801,4612801,4616001,"borrowmoney",1
4612802,4612802,4615402,"borrowmoney",1
4612803,4612803,4615401,"borrowmoney",1
4612804,4612804,4613002,"borrowmoney",1
4612901,4612901,4600801,"borrowmoney",1
4612902,4612902,4613904,"borrowmoney",1
4613101,4613101,4613201,"borrowmoney",1
4613102,4613102,4615505,"borrowmoney",1
4613201,4613201,4613101,"borrowmoney",1
4613202,4613202,4613102,"borrowmoney",1
4613501,4613501,4607201,"borrowmoney",1
4613502,4613502,4604803,"borrowmoney",1
4613601,4613601,4614301,"borrowmoney",1
4613602,4613602,4613502,"borrowmoney",1
4613603,4613603,4613502,"borrowmoney",1
4614401,4614401,4618201,"borrowmoney",1
4614402,4614402,4617002,"borrowmoney",1
4614403,4614403,4603904,"borrowmoney",1
4614501,4614501,4615101,"borrowmoney",1
4614502,4614502,4614102,"borrowmoney",1
4614701,4614701,4609501,"borrowmoney",1
4614802,4614802,4614702,"borrowmoney",1
4614901,4614901,4621001,"borrowmoney",1
4614902,4614902,4614102,"borrowmoney",1
4615101,4615101,4602105,"borrowmoney",1
4615102,4615102,4614102,"borrowmoney",1
4615301,4615301,4612501,"borrowmoney",1
4615302,4615302,4614203,"borrowmoney",1
4615401,4615401,4611501,"borrowmoney",1
4615402,4615402,4612804,"borrowmoney",1
4615501,4615501,4612801,"borrowmoney",1
4615502,4615502,4614802,"borrowmoney",1
4615505,4615505,4610801,"borrowmoney",1
4615506,4615506,4620001,"borrowmoney",1
4615601,4615601,4610003,"borrowmoney",1
4615602,4615602,4613802,"borrowmoney",1
4615801,4615801,4615601,"borrowmoney",1
4615802,4615802,4614301,"borrowmoney",1
4615901,4615901,4612501,"borrowmoney",1
4615902,4615902,4615802,"borrowmoney",1
4615903,4615903,4615801,"borrowmoney",1
4615904,4615904,4612502,"borrowmoney",1
4616701,4616701,4616301,"borrowmoney",1
4616702,4616702,4616502,"borrowmoney",1
4616901,4616901,4617001,"borrowmoney",1
4616902,4616902,4617401,"borrowmoney",1
4617101,4617101,4617105,"borrowmoney",1
4617103,4617103,4617206,"borrowmoney",1
4617105,4617105,4616902,"borrowmoney",1
4617201,4617201,4602407,"borrowmoney",1
4617202,4617202,4615202,"borrowmoney",1
4617205,4617205,4621601,"borrowmoney",1
4617302,4617302,4616801,"borrowmoney",1
4617303,4617303,4617401,"borrowmoney",1
4617501,4617501,4624001,"borrowmoney",1
4617502,4617502,4616802,"borrowmoney",1
4617701,4617701,4614702,"borrowmoney",1
4617704,4617704,4616302,"borrowmoney",1
4617804,4617804,4621901,"borrowmoney",1
4617805,4617805,4617904,"borrowmoney",1
4617902,4617902,4617704,"borrowmoney",1
4617903,4617903,4617209,"borrowmoney",1
4617904,4617904,4619502,"borrowmoney",1
4618001,4618001,4618101,"borrowmoney",1
4618002,4618002,4618102,"borrowmoney",1
4618201,4618201,4600401,"borrowmoney",1
4618202,4618202,4619002,"borrowmoney",1
4618203,4618203,4617201,"borrowmoney",1
4618204,4618204,4618403,"borrowmoney",1
4618401,4618401,4618201,"borrowmoney",1
4618402,4618402,4619001,"borrowmoney",1
4618403,4618403,4618501,"borrowmoney",1
4618502,4618502,4618602,"borrowmoney",1
4618601,4618601,4624001,"borrowmoney",1
4618602,4618602,4619002,"borrowmoney",1
4618702,4618702,4600502,"borrowmoney",1
4618901,4618901,4619001,"borrowmoney",1
4618902,4618902,4619001,"borrowmoney",1
4619201,4619201,4611501,"borrowmoney",1
4619202,4619202,4611501,"borrowmoney",1
4619301,4619301,4624001,"borrowmoney",1
4619302,4619302,4608705,"borrowmoney",1
4619401,4619401,4618901,"borrowmoney",1
4619402,4619402,4619702,"borrowmoney",1
4619801,4619801,4619901,"borrowmoney",1
4619802,4619802,4619902,"borrowmoney",1
4620001,4620001,4605701,"borrowmoney",1
4620002,4620002,4605701,"borrowmoney",1
4620701,4620701,4620306,"borrowmoney",1
4620702,4620702,4620602,"borrowmoney",1
4621301,4621301,4619501,"borrowmoney",1
4621302,4621302,4622002,"borrowmoney",1
4621501,4621501,4620501,"borrowmoney",1
4621502,4621502,4621402,"borrowmoney",1
4621701,4621701,4620001,"borrowmoney",1
4621702,4621702,4620002,"borrowmoney",1
4621901,4621901,4602407,"borrowmoney",1
4621902,4621902,4623002,"borrowmoney",1
4622301,4622301,4623001,"borrowmoney",1
4622302,4622302,4623002,"borrowmoney",1
4622303,4622303,4622206,"borrowmoney",1
4622501,4622501,4621902,"borrowmoney",1
4622601,4622601,4624901,"borrowmoney",1
4622602,4622602,4622701,"borrowmoney",1
4622603,4622603,4624701,"borrowmoney",1
4623001,4623001,4622301,"borrowmoney",1
4623002,4623002,4607202,"borrowmoney",1
4623201,4623201,4619001,"borrowmoney",1
4623202,4623202,4623002,"borrowmoney",1
4623206,4623206,4623001,"borrowmoney",1
4623207,4623207,4623502,"borrowmoney",1
4623402,4623402,4623802,"borrowmoney",1
4623403,4623403,4623702,"borrowmoney",1
4623502,4623502,4617202,"borrowmoney",1
4623701,4623701,4623701,"borrowmoney",1
4623702,4623702,4624002,"borrowmoney",1
4623801,4623801,4616801,"borrowmoney",1
4623802,4623802,4624002,"borrowmoney",1
4623902,4623902,4602201,"borrowmoney",1
4623904,4623904,4608601,"borrowmoney",1
4624001,4624001,4609401,"borrowmoney",1
4624004,4624004,4617302,"borrowmoney",1
4624101,4624101,4625201,"borrowmoney",1
4624102,4624102,4624302,"borrowmoney",1
4624105,4624105,4605401,"borrowmoney",1
4624201,4624201,4621501,"borrowmoney",1
4624202,4624202,4611901,"borrowmoney",1
4624203,4624203,4624102,"borrowmoney",1
4624501,4624501,4601101,"borrowmoney",1
4624502,4624502,4624602,"borrowmoney",1
4624601,4624601,4624501,"borrowmoney",1
4624602,4624602,4624502,"borrowmoney",1
4624701,4624701,4604703,"borrowmoney",1
4624702,4624702,4624802,"borrowmoney",1
4625101,4625101,4607601,"borrowmoney",1
4625102,4625102,4607601,"borrowmoney",1
4600101,4600101,4603501,"borrowmoney",1
4600401,4600401,4604703,"borrowmoney",1
4600402,4600402,4600603,"borrowmoney",1
4600403,4600403,4600902,"borrowmoney",1
4600501,4600501,4606101,"borrowmoney",1
4600502,4600502,4600802,"borrowmoney",1
4600901,4600901,4616901,"borrowmoney",1
4600902,4600902,4601102,"borrowmoney",1
4601101,4601101,4619001,"borrowmoney",1
4601102,4601102,4604704,"borrowmoney",1
4601201,4601201,4601301,"borrowmoney",1
4601202,4601202,4601102,"borrowmoney",1
4601203,4601203,4601901,"borrowmoney",1
4601301,4601301,4605301,"borrowmoney",1
4601302,4601302,4611402,"borrowmoney",1
4601401,4601401,4601901,"borrowmoney",1
4601402,4601402,4611401,"borrowmoney",1
4601501,4601501,4601101,"borrowmoney",1
4601502,4601502,4601101,"borrowmoney",1
4601801,4601801,4601301,"borrowmoney",1
4601802,4601802,4601301,"borrowmoney",1
4602202,4602202,4602302,"borrowmoney",1
4602301,4602301,4621001,"borrowmoney",1
4602302,4602302,4625402,"borrowmoney",1
4602307,4602307,4602502,"borrowmoney",1
4602401,4602401,4602601,"borrowmoney",1
4602402,4602402,4602102,"borrowmoney",1
4602403,4602403,4615101,"borrowmoney",1
4602404,4602404,4602302,"borrowmoney",1
4602701,4602701,4602403,"borrowmoney",1
4602702,4602702,4602502,"borrowmoney",1
4602801,4602801,4602404,"borrowmoney",1
4602902,4602902,4603902,"borrowmoney",1
4602903,4602903,4603901,"borrowmoney",1
4603201,4603201,4600901,"borrowmoney",1
4603202,4603202,4603401,"borrowmoney",1
4603502,4603502,4603602,"borrowmoney",1
4603602,4603602,4603502,"borrowmoney",1
4604001,4604001,4622502,"borrowmoney",1
4604201,4604201,4610701,"borrowmoney",1
4604202,4604202,4607401,"borrowmoney",1
4604601,4604601,4608702,"borrowmoney",1
4604602,4604602,4604301,"borrowmoney",1
4604701,4604701,4601301,"borrowmoney",1
4604702,4604702,4604803,"borrowmoney",1
4604703,4604703,4624701,"borrowmoney",1
4604707,4604707,4607703,"borrowmoney",1
4605501,4605501,4605601,"borrowmoney",1
4605504,4605504,4624101,"borrowmoney",1
4605707,4605707,4608902,"borrowmoney",1
4606501,4606501,4606101,"borrowmoney",1
4606502,4606502,4606102,"borrowmoney",1
4606701,4606701,4606001,"borrowmoney",1
4606702,4606702,4605902,"borrowmoney",1
4607201,4607201,4604703,"borrowmoney",1
4607202,4607202,4605602,"borrowmoney",1
4607301,4607301,4606108,"borrowmoney",1
4607401,4607401,4600204,"borrowmoney",1
4607402,4607402,4607302,"borrowmoney",1
4607701,4607701,4604701,"borrowmoney",1
4607702,4607702,4604703,"borrowmoney",1
4607703,4607703,4619202,"borrowmoney",1
4608201,4608201,4608701,"borrowmoney",1
4608202,4608202,4607801,"borrowmoney",1
4608601,4608601,4610702,"borrowmoney",1
4608604,4608604,4612501,"borrowmoney",1
4608701,4608701,4608901,"borrowmoney",1
4608702,4608702,4610202,"borrowmoney",1
4608705,4608705,4608901,"borrowmoney",1
4608903,4608903,4607607,"borrowmoney",1
4608904,4608904,4609001,"borrowmoney",1
4609201,4609201,4609401,"borrowmoney",1
4609301,4609301,4608701,"borrowmoney",1
4609302,4609302,4609902,"borrowmoney",1
4609401,4609401,4616801,"borrowmoney",1
4609402,4609402,4604302,"borrowmoney",1
4609701,4609701,4609501,"borrowmoney",1
4609702,4609702,4608605,"borrowmoney",1
4609801,4609801,4612601,"borrowmoney",1
4609802,4609802,4609401,"borrowmoney",1
4609803,4609803,4616601,"borrowmoney",1
4609804,4609804,4609902,"borrowmoney",1
4609807,4609807,4619301,"borrowmoney",1
4609808,4609808,4603602,"borrowmoney",1
4610101,4610101,4600101,"borrowmoney",1
4610102,4610102,4608702,"borrowmoney",1
4610302,4610302,4612502,"borrowmoney",1
4610901,4610901,4610701,"borrowmoney",1
4610902,4610902,4610702,"borrowmoney",1
4611001,4611001,4612401,"borrowmoney",1
4611002,4611002,4610802,"borrowmoney",1
4611201,4611201,4610701,"borrowmoney",1
4611202,4611202,4610702,"borrowmoney",1
4611301,4611301,4604901,"borrowmoney",1
4611303,4611303,4609810,"borrowmoney",1
4611305,4611305,4603601,"borrowmoney",1
4611502,4611502,4607101,"borrowmoney",1
4611601,4611601,4605301,"borrowmoney",1
4611602,4611602,4619205,"borrowmoney",1
4611801,4611801,4611701,"borrowmoney",1
4611806,4611806,4601101,"borrowmoney",1
4611807,4611807,4611702,"borrowmoney",1
4612101,4612101,4610701,"borrowmoney",1
4612102,4612102,4616801,"borrowmoney",1
4612103,4612103,4611002,"borrowmoney",1
4612301,4612301,4615505,"borrowmoney",1
4612302,4612302,4615505,"borrowmoney",1
4612401,4612401,4612501,"borrowmoney",1
4612402,4612402,4612602,"borrowmoney",1
4612602,4612602,4612502,"borrowmoney",1
4612801,4612801,4612803,"borrowmoney",1
4612803,4612803,4609801,"borrowmoney",1
4612804,4612804,4615402,"borrowmoney",1
4612902,4612902,4613102,"borrowmoney",1
4613101,4613101,4621701,"borrowmoney",1
4613102,4613102,4613202,"borrowmoney",1
4613201,4613201,4625803,"borrowmoney",1
4613501,4613501,4606701,"borrowmoney",1
4613502,4613502,4613602,"borrowmoney",1
4613601,4613601,4613504,"borrowmoney",1
4613602,4613602,4613505,"borrowmoney",1
4614401,4614401,4600801,"borrowmoney",1
4614402,4614402,4617209,"borrowmoney",1
4614403,4614403,4619501,"borrowmoney",1
4614501,4614501,4626001,"borrowmoney",1
4614502,4614502,4615102,"borrowmoney",1
4614701,4614701,4614001,"borrowmoney",1
4614901,4614901,4615001,"borrowmoney",1
4614902,4614902,4615402,"borrowmoney",1
4615101,4615101,4619501,"borrowmoney",1
4615102,4615102,4614502,"borrowmoney",1
4615301,4615301,4613001,"borrowmoney",1
4615302,4615302,4612602,"borrowmoney",1
4615401,4615401,4610602,"borrowmoney",1
4615501,4615501,4610001,"borrowmoney",1
4615502,4615502,4619902,"borrowmoney",1
4615505,4615505,4625901,"borrowmoney",1
4615601,4615601,4613001,"borrowmoney",1
4615602,4615602,4615802,"borrowmoney",1
4615801,4615801,4614301,"borrowmoney",1
4615901,4615901,4610301,"borrowmoney",1
4615903,4615903,4609503,"borrowmoney",1
4616701,4616701,4616201,"borrowmoney",1
4616702,4616702,4619902,"borrowmoney",1
4616902,4616902,4617002,"borrowmoney",1
4617101,4617101,4622502,"borrowmoney",1
4617103,4617103,4616802,"borrowmoney",1
4617105,4617105,4615102,"borrowmoney",1
4617201,4617201,4621001,"borrowmoney",1
4617202,4617202,4621602,"borrowmoney",1
