"respondent","i","j","type","weight"
1900101,1900101,1901101,"borrowmoney",1
1900102,1900102,1901102,"borrowmoney",1
1900103,1900103,1910801,"borrowmoney",1
1900104,1900104,1915601,"borrowmoney",1
1900105,1900105,1918902,"borrowmoney",1
1900108,1900108,1901102,"borrowmoney",1
1900109,1900109,1918901,"borrowmoney",1
1900110,1900110,1904101,"borrowmoney",1
1900201,1900201,1900104,"borrowmoney",1
1900202,1900202,1920201,"borrowmoney",1
1900701,1900701,1911403,"borrowmoney",1
1900702,1900702,1901502,"borrowmoney",1
1900704,1900704,1900502,"borrowmoney",1
1901001,1901001,1900101,"borrowmoney",1
1901002,1901002,1902501,"borrowmoney",1
1901003,1901003,1902004,"borrowmoney",1
1901005,1901005,1902201,"borrowmoney",1
1901006,1901006,1904102,"borrowmoney",1
1901101,1901101,1914301,"borrowmoney",1
1901102,1901102,1914302,"borrowmoney",1
1901201,1901201,1915301,"borrowmoney",1
1901202,1901202,1901304,"borrowmoney",1
1901301,1901301,1901507,"borrowmoney",1
1901302,1901302,1914901,"borrowmoney",1
1901303,1901303,1902501,"borrowmoney",1
1901304,1901304,1901402,"borrowmoney",1
1901307,1901307,1902503,"borrowmoney",1
1901501,1901501,1911409,"borrowmoney",1
1901502,1901502,1901702,"borrowmoney",1
1901701,1901701,1902510,"borrowmoney",1
1901702,1901702,1911409,"borrowmoney",1
1901703,1901703,1901903,"borrowmoney",1
1902001,1902001,1902005,"borrowmoney",1
1902002,1902002,1904103,"borrowmoney",1
1902005,1902005,1901301,"borrowmoney",1
1902301,1902301,1918901,"borrowmoney",1
1902302,1902302,1902802,"borrowmoney",1
1902401,1902401,1914402,"borrowmoney",1
1902402,1902402,1914403,"borrowmoney",1
1902403,1902403,1920001,"borrowmoney",1
1902404,1902404,1914202,"borrowmoney",1
1902601,1902601,1902501,"borrowmoney",1
1902602,1902602,1902802,"borrowmoney",1
1902605,1902605,1903001,"borrowmoney",1
1903102,1903102,1903801,"borrowmoney",1
1903201,1903201,1904204,"borrowmoney",1
1903202,1903202,1911002,"borrowmoney",1
1903204,1903204,1901003,"borrowmoney",1
1903701,1903701,1916902,"borrowmoney",1
1903801,1903801,1904101,"borrowmoney",1
1903802,1903802,1904102,"borrowmoney",1
1903805,1903805,1900703,"borrowmoney",1
1904001,1904001,1914206,"borrowmoney",1
1904002,1904002,1904102,"borrowmoney",1
1904401,1904401,1900703,"borrowmoney",1
1904402,1904402,1900704,"borrowmoney",1
1904701,1904701,1908602,"borrowmoney",1
1904702,1904702,1904303,"borrowmoney",1
1904703,1904703,1908602,"borrowmoney",1
1905001,1905001,1906301,"borrowmoney",1
1905002,1905002,1904301,"borrowmoney",1
1905101,1905101,1904301,"borrowmoney",1
1905102,1905102,1904302,"borrowmoney",1
1905401,1905401,1909401,"borrowmoney",1
1905402,1905402,1909402,"borrowmoney",1
1905601,1905601,1904303,"borrowmoney",1
1905602,1905602,1904303,"borrowmoney",1
1905701,1905701,1915601,"borrowmoney",1
1905702,1905702,1910106,"borrowmoney",1
1905901,1905901,1903403,"borrowmoney",1
1905902,1905902,1906203,"borrowmoney",1
1906201,1906201,1905901,"borrowmoney",1
1906202,1906202,1905902,"borrowmoney",1
1906203,1906203,1905902,"borrowmoney",1
1906301,1906301,1904301,"borrowmoney",1
1906302,1906302,1906202,"borrowmoney",1
1906303,1906303,1906202,"borrowmoney",1
1907001,1907001,1907103,"borrowmoney",1
1907002,1907002,1907104,"borrowmoney",1
1907101,1907101,1906901,"borrowmoney",1
1907102,1907102,1906902,"borrowmoney",1
1907103,1907103,1907201,"borrowmoney",1
1907104,1907104,1907201,"borrowmoney",1
1907401,1907401,1914601,"borrowmoney",1
1907402,1907402,1914601,"borrowmoney",1
1907501,1907501,1907601,"borrowmoney",1
1907502,1907502,1907602,"borrowmoney",1
1907601,1907601,1907501,"borrowmoney",1
1907602,1907602,1909702,"borrowmoney",1
1907604,1907604,1907502,"borrowmoney",1
1907701,1907701,1904802,"borrowmoney",1
1907702,1907702,1902103,"borrowmoney",1
1907801,1907801,1908201,"borrowmoney",1
1907802,1907802,1908102,"borrowmoney",1
1907805,1907805,1918103,"borrowmoney",1
1908001,1908001,1916108,"borrowmoney",1
1908002,1908002,1908202,"borrowmoney",1
1908003,1908003,1908101,"borrowmoney",1
1908101,1908101,1908201,"borrowmoney",1
1908102,1908102,1908301,"borrowmoney",1
1908901,1908901,1908201,"borrowmoney",1
1908902,1908902,1908003,"borrowmoney",1
1909201,1909201,1916501,"borrowmoney",1
1909301,1909301,1907501,"borrowmoney",1
1909302,1909302,1907501,"borrowmoney",1
1909401,1909401,1915604,"borrowmoney",1
1909402,1909402,1909302,"borrowmoney",1
1909404,1909404,1906701,"borrowmoney",1
1909405,1909405,1907701,"borrowmoney",1
1909701,1909701,1912001,"borrowmoney",1
1909702,1909702,1906502,"borrowmoney",1
1909901,1909901,1909801,"borrowmoney",1
