"respondent","i","j","type","weight"
600201,600201,600101,"borrowmoney",1
600202,600202,608502,"borrowmoney",1
600301,600301,601801,"borrowmoney",1
600302,600302,602502,"borrowmoney",1
600501,600501,606701,"borrowmoney",1
600502,600502,600202,"borrowmoney",1
600601,600601,600301,"borrowmoney",1
600602,600602,600902,"borrowmoney",1
601001,601001,601104,"borrowmoney",1
601002,601002,601103,"borrowmoney",1
601006,601006,600702,"borrowmoney",1
601007,601007,601006,"borrowmoney",1
601301,601301,601601,"borrowmoney",1
601302,601302,602101,"borrowmoney",1
601303,601303,603101,"borrowmoney",1
601304,601304,601601,"borrowmoney",1
601501,601501,600701,"borrowmoney",1
601503,601503,601801,"borrowmoney",1
601504,601504,601801,"borrowmoney",1
601505,601505,601801,"borrowmoney",1
602101,602101,601401,"borrowmoney",1
602102,602102,601401,"borrowmoney",1
602401,602401,608701,"borrowmoney",1
602402,602402,608802,"borrowmoney",1
602601,602601,602501,"borrowmoney",1
602602,602602,603202,"borrowmoney",1
602603,602603,604002,"borrowmoney",1
602901,602901,602401,"borrowmoney",1
602902,602902,602402,"borrowmoney",1
603002,603002,601202,"borrowmoney",1
603101,603101,605301,"borrowmoney",1
603102,603102,608701,"borrowmoney",1
603201,603201,602601,"borrowmoney",1
603202,603202,602502,"borrowmoney",1
603401,603401,603001,"borrowmoney",1
603402,603402,603002,"borrowmoney",1
603601,603601,603501,"borrowmoney",1
603602,603602,603502,"borrowmoney",1
603702,603702,603002,"borrowmoney",1
603801,603801,603501,"borrowmoney",1
603901,603901,606801,"borrowmoney",1
603902,603902,603802,"borrowmoney",1
604101,604101,604802,"borrowmoney",1
604201,604201,603901,"borrowmoney",1
604701,604701,603201,"borrowmoney",1
604702,604702,603001,"borrowmoney",1
604801,604801,601801,"borrowmoney",1
604802,604802,601801,"borrowmoney",1
604901,604901,605702,"borrowmoney",1
604902,604902,605302,"borrowmoney",1
604903,604903,605603,"borrowmoney",1
605302,605302,608702,"borrowmoney",1
605501,605501,604901,"borrowmoney",1
605502,605502,609601,"borrowmoney",1
605503,605503,609602,"borrowmoney",1
605504,605504,606401,"borrowmoney",1
605506,605506,605503,"borrowmoney",1
605701,605701,603301,"borrowmoney",1
605702,605702,604901,"borrowmoney",1
606101,606101,604901,"borrowmoney",1
606102,606102,606101,"borrowmoney",1
606201,606201,606102,"borrowmoney",1
606202,606202,608502,"borrowmoney",1
607101,607101,609101,"borrowmoney",1
607102,607102,606902,"borrowmoney",1
607103,607103,606902,"borrowmoney",1
607104,607104,609102,"borrowmoney",1
607401,607401,609002,"borrowmoney",1
607402,607402,609002,"borrowmoney",1
607501,607501,608303,"borrowmoney",1
607502,607502,608304,"borrowmoney",1
607601,607601,607001,"borrowmoney",1
607602,607602,609101,"borrowmoney",1
607603,607603,608202,"borrowmoney",1
608101,608101,610607,"borrowmoney",1
608102,608102,610607,"borrowmoney",1
608201,608201,603301,"borrowmoney",1
608202,608202,606902,"borrowmoney",1
608301,608301,610701,"borrowmoney",1
608302,608302,607502,"borrowmoney",1
608303,608303,611201,"borrowmoney",1
608304,608304,602101,"borrowmoney",1
608401,608401,606901,"borrowmoney",1
