"respondent","i","j","type","weight"
7600201,7600201,7600101,"borrowmoney",1
7600202,7600202,7600102,"borrowmoney",1
7600301,7600301,7603401,"borrowmoney",1
7600304,7600304,7602302,"borrowmoney",1
7600401,7600401,7600501,"borrowmoney",1
7600402,7600402,7621701,"borrowmoney",1
7600701,7600701,7605501,"borrowmoney",1
7600702,7600702,7600402,"borrowmoney",1
7600901,7600901,7606301,"borrowmoney",1
7600902,7600902,7622202,"borrowmoney",1
7601101,7601101,7621701,"borrowmoney",1
7601102,7601102,7617606,"borrowmoney",1
7601202,7601202,7618201,"borrowmoney",1
7602001,7602001,7601901,"borrowmoney",1
7602002,7602002,7601902,"borrowmoney",1
7602101,7602101,7602002,"borrowmoney",1
7602201,7602201,7616901,"borrowmoney",1
7602202,7602202,7602002,"borrowmoney",1
7602203,7602203,7604501,"borrowmoney",1
7602204,7602204,7602002,"borrowmoney",1
7602401,7602401,7605201,"borrowmoney",1
7602402,7602402,7605403,"borrowmoney",1
7602501,7602501,7607101,"borrowmoney",1
7602601,7602601,7620701,"borrowmoney",1
7602602,7602602,7604402,"borrowmoney",1
7602603,7602603,7609503,"borrowmoney",1
7602801,7602801,7604603,"borrowmoney",1
7602802,7602802,7603402,"borrowmoney",1
7602803,7602803,7618603,"borrowmoney",1
7602901,7602901,7603401,"borrowmoney",1
7602902,7602902,7603402,"borrowmoney",1
7603101,7603101,7602801,"borrowmoney",1
7603102,7603102,7603402,"borrowmoney",1
7603201,7603201,7603101,"borrowmoney",1
7603202,7603202,7603102,"borrowmoney",1
7603203,7603203,7610101,"borrowmoney",1
7603204,7603204,7603402,"borrowmoney",1
7603501,7603501,7603101,"borrowmoney",1
7603502,7603502,7601902,"borrowmoney",1
7603601,7603601,7605301,"borrowmoney",1
7603602,7603602,7610102,"borrowmoney",1
7603801,7603801,7603401,"borrowmoney",1
7603802,7603802,7613802,"borrowmoney",1
7603901,7603901,7609501,"borrowmoney",1
7603902,7603902,7603802,"borrowmoney",1
7603903,7603903,7603503,"borrowmoney",1
7604301,7604301,7605301,"borrowmoney",1
