"respondent","i","j","type","weight"
2400101,2400101,2408101,"borrowmoney",1
2400102,2400102,2400101,"borrowmoney",1
2400105,2400105,2415101,"borrowmoney",1
2400106,2400106,2400102,"borrowmoney",1
2400201,2400201,2406401,"borrowmoney",1
2400202,2400202,2400502,"borrowmoney",1
2400206,2400206,2400402,"borrowmoney",1
2400401,2400401,2400501,"borrowmoney",1
2400402,2400402,2415801,"borrowmoney",1
2400502,2400502,2400202,"borrowmoney",1
2400503,2400503,2405401,"borrowmoney",1
2400702,2400702,2415802,"borrowmoney",1
2400801,2400801,2403001,"borrowmoney",1
2400802,2400802,2405601,"borrowmoney",1
2400803,2400803,2402203,"borrowmoney",1
2400804,2400804,2401006,"borrowmoney",1
2401301,2401301,2401201,"borrowmoney",1
2401302,2401302,2401701,"borrowmoney",1
2401401,2401401,2405701,"borrowmoney",1
2401402,2401402,2414701,"borrowmoney",1
2401501,2401501,2415801,"borrowmoney",1
2401502,2401502,2415802,"borrowmoney",1
2401901,2401901,2410401,"borrowmoney",1
2401902,2401902,2415601,"borrowmoney",1
2402101,2402101,2404601,"borrowmoney",1
2402102,2402102,2404601,"borrowmoney",1
2402103,2402103,2405004,"borrowmoney",1
2402201,2402201,2402501,"borrowmoney",1
2402202,2402202,2402102,"borrowmoney",1
2402203,2402203,2402301,"borrowmoney",1
2402204,2402204,2402102,"borrowmoney",1
2402601,2402601,2408901,"borrowmoney",1
2402602,2402602,2408902,"borrowmoney",1
2403001,2403001,2403201,"borrowmoney",1
2403002,2403002,2402902,"borrowmoney",1
2403003,2403003,2408901,"borrowmoney",1
2403004,2403004,2403202,"borrowmoney",1
2403401,2403401,2400902,"borrowmoney",1
2403402,2403402,2400903,"borrowmoney",1
2403403,2403403,2400902,"borrowmoney",1
2403601,2403601,2403801,"borrowmoney",1
2403602,2403602,2403803,"borrowmoney",1
2403603,2403603,2403803,"borrowmoney",1
2403604,2403604,2403202,"borrowmoney",1
2403901,2403901,2405501,"borrowmoney",1
2403902,2403902,2403803,"borrowmoney",1
2403903,2403903,2403801,"borrowmoney",1
2403904,2403904,2403702,"borrowmoney",1
2404001,2404001,2403202,"borrowmoney",1
2404002,2404002,2403202,"borrowmoney",1
2404201,2404201,2403202,"borrowmoney",1
2404401,2404401,2404501,"borrowmoney",1
2404402,2404402,2404502,"borrowmoney",1
2404501,2404501,2403101,"borrowmoney",1
2404502,2404502,2415202,"borrowmoney",1
2404503,2404503,2404502,"borrowmoney",1
2404701,2404701,2410203,"borrowmoney",1
2404702,2404702,2410204,"borrowmoney",1
2404903,2404903,2405804,"borrowmoney",1
2404904,2404904,2415004,"borrowmoney",1
2405301,2405301,2400105,"borrowmoney",1
2405302,2405302,2410901,"borrowmoney",1
2405501,2405501,2405401,"borrowmoney",1
2405502,2405502,2405402,"borrowmoney",1
2405601,2405601,2407701,"borrowmoney",1
2405602,2405602,2405402,"borrowmoney",1
2405603,2405603,2405502,"borrowmoney",1
2405702,2405702,2405804,"borrowmoney",1
2405901,2405901,2406401,"borrowmoney",1
2405902,2405902,2406402,"borrowmoney",1
2406101,2406101,2414001,"borrowmoney",1
2406102,2406102,2405602,"borrowmoney",1
2406103,2406103,2405603,"borrowmoney",1
2406104,2406104,2403403,"borrowmoney",1
2406201,2406201,2404601,"borrowmoney",1
2406202,2406202,2407207,"borrowmoney",1
2406205,2406205,2406406,"borrowmoney",1
2406301,2406301,2405505,"borrowmoney",1
2406302,2406302,2405902,"borrowmoney",1
2406303,2406303,2404201,"borrowmoney",1
2406304,2406304,2405902,"borrowmoney",1
2406307,2406307,2407303,"borrowmoney",1
2406501,2406501,2406701,"borrowmoney",1
2406502,2406502,2406702,"borrowmoney",1
2406801,2406801,2407001,"borrowmoney",1
2406802,2406802,2407002,"borrowmoney",1
2407001,2407001,2406001,"borrowmoney",1
2407002,2407002,2406002,"borrowmoney",1
2407401,2407401,2415102,"borrowmoney",1
2407402,2407402,2400801,"borrowmoney",1
2407801,2407801,2407901,"borrowmoney",1
2407802,2407802,2406802,"borrowmoney",1
2407901,2407901,2407801,"borrowmoney",1
2407902,2407902,2407802,"borrowmoney",1
2407903,2407903,2400106,"borrowmoney",1
2408001,2408001,2407901,"borrowmoney",1
2408002,2408002,2408102,"borrowmoney",1
2408501,2408501,2409001,"borrowmoney",1
2408502,2408502,2410306,"borrowmoney",1
2408505,2408505,2407302,"borrowmoney",1
2408601,2408601,2408701,"borrowmoney",1
2408602,2408602,2408802,"borrowmoney",1
2408701,2408701,2408601,"borrowmoney",1
2408702,2408702,2408802,"borrowmoney",1
2408801,2408801,2407302,"borrowmoney",1
2408802,2408802,2408602,"borrowmoney",1
2408804,2408804,2408602,"borrowmoney",1
2408901,2408901,2409001,"borrowmoney",1
2408902,2408902,2409002,"borrowmoney",1
2408903,2408903,2408603,"borrowmoney",1
2409001,2409001,2414801,"borrowmoney",1
2409002,2409002,2410002,"borrowmoney",1
2409007,2409007,2407901,"borrowmoney",1
2409008,2409008,2411502,"borrowmoney",1
2409010,2409010,2407502,"borrowmoney",1
2409301,2409301,2409701,"borrowmoney",1
2409302,2409302,2409202,"borrowmoney",1
2409401,2409401,2409301,"borrowmoney",1
2409403,2409403,2409302,"borrowmoney",1
2409701,2409701,2405004,"borrowmoney",1
2409702,2409702,2407302,"borrowmoney",1
2409705,2409705,2409301,"borrowmoney",1
2409706,2409706,2409101,"borrowmoney",1
2409901,2409901,2404603,"borrowmoney",1
2409902,2409902,2416101,"borrowmoney",1
2410201,2410201,2408501,"borrowmoney",1
2410202,2410202,2409001,"borrowmoney",1
2410203,2410203,2409001,"borrowmoney",1
2410204,2410204,2410302,"borrowmoney",1
2410207,2410207,2410402,"borrowmoney",1
2410302,2410302,2408501,"borrowmoney",1
2410303,2410303,2408907,"borrowmoney",1
2410304,2410304,2407408,"borrowmoney",1
2410306,2410306,2409001,"borrowmoney",1
