"respondent","i","j","type","weight"
2800401,2800401,2800902,"borrowmoney",1
2800402,2800402,2800902,"borrowmoney",1
2800403,2800403,2800701,"borrowmoney",1
2800601,2800601,2827001,"borrowmoney",1
2800602,2800602,2827001,"borrowmoney",1
2800701,2800701,2800802,"borrowmoney",1
2801001,2801001,2810701,"borrowmoney",1
2801002,2801002,2829804,"borrowmoney",1
2801005,2801005,2801004,"borrowmoney",1
2801007,2801007,2807801,"borrowmoney",1
2801101,2801101,2822801,"borrowmoney",1
2801102,2801102,2823401,"borrowmoney",1
2801105,2801105,2822801,"borrowmoney",1
2801106,2801106,2810802,"borrowmoney",1
2801301,2801301,2821803,"borrowmoney",1
2801302,2801302,2800902,"borrowmoney",1
2801305,2801305,2800902,"borrowmoney",1
2801306,2801306,2801401,"borrowmoney",1
2801501,2801501,2801001,"borrowmoney",1
2801502,2801502,2804301,"borrowmoney",1
2801503,2801503,2800901,"borrowmoney",1
2801701,2801701,2801301,"borrowmoney",1
2801702,2801702,2828301,"borrowmoney",1
2801901,2801901,2822107,"borrowmoney",1
2801902,2801902,2822107,"borrowmoney",1
2802301,2802301,2824201,"borrowmoney",1
2802304,2802304,2800917,"borrowmoney",1
2802401,2802401,2827501,"borrowmoney",1
2802402,2802402,2802102,"borrowmoney",1
2802601,2802601,2802501,"borrowmoney",1
2802602,2802602,2802502,"borrowmoney",1
2802701,2802701,2814501,"borrowmoney",1
2802702,2802702,2802801,"borrowmoney",1
2802801,2802801,2802701,"borrowmoney",1
2802901,2802901,2803101,"borrowmoney",1
2802902,2802902,2803001,"borrowmoney",1
2803001,2803001,2802501,"borrowmoney",1
2803002,2803002,2804702,"borrowmoney",1
2803301,2803301,2801301,"borrowmoney",1
2803302,2803302,2829103,"borrowmoney",1
2803402,2803402,2800902,"borrowmoney",1
2803502,2803502,2814702,"borrowmoney",1
2804001,2804001,2802101,"borrowmoney",1
2804003,2804003,2802101,"borrowmoney",1
2804004,2804004,2810702,"borrowmoney",1
2804301,2804301,2804402,"borrowmoney",1
2804304,2804304,2804402,"borrowmoney",1
2804305,2804305,2822001,"borrowmoney",1
2804401,2804401,2806401,"borrowmoney",1
2804402,2804402,2804301,"borrowmoney",1
2804403,2804403,2826702,"borrowmoney",1
2804701,2804701,2807001,"borrowmoney",1
2804703,2804703,2804703,"borrowmoney",1
2804704,2804704,2803002,"borrowmoney",1
2804801,2804801,2805501,"borrowmoney",1
2804802,2804802,2802001,"borrowmoney",1
2804901,2804901,2826701,"borrowmoney",1
2804903,2804903,2829407,"borrowmoney",1
2804904,2804904,2805602,"borrowmoney",1
2805101,2805101,2804901,"borrowmoney",1
2805102,2805102,2804901,"borrowmoney",1
2805201,2805201,2805402,"borrowmoney",1
2805202,2805202,2804901,"borrowmoney",1
2805302,2805302,2805403,"borrowmoney",1
2805303,2805303,2804901,"borrowmoney",1
2805308,2805308,2804903,"borrowmoney",1
2805313,2805313,2805403,"borrowmoney",1
2805401,2805401,2805201,"borrowmoney",1
2805403,2805403,2831101,"borrowmoney",1
2805405,2805405,2831101,"borrowmoney",1
2805406,2805406,2804903,"borrowmoney",1
2805501,2805501,2811502,"borrowmoney",1
2805502,2805502,2805601,"borrowmoney",1
2806001,2806001,2806201,"borrowmoney",1
2806002,2806002,2822102,"borrowmoney",1
2806003,2806003,2804302,"borrowmoney",1
2806004,2806004,2807004,"borrowmoney",1
2806005,2806005,2801601,"borrowmoney",1
2806006,2806006,2806102,"borrowmoney",1
2806101,2806101,2806005,"borrowmoney",1
2806102,2806102,2806005,"borrowmoney",1
2806201,2806201,2805308,"borrowmoney",1
2806202,2806202,2822002,"borrowmoney",1
2806401,2806401,2809202,"borrowmoney",1
2806402,2806402,2806702,"borrowmoney",1
2806404,2806404,2811502,"borrowmoney",1
2806405,2806405,2809202,"borrowmoney",1
2806501,2806501,2800201,"borrowmoney",1
2806502,2806502,2800201,"borrowmoney",1
2806902,2806902,2807004,"borrowmoney",1
2806904,2806904,2807004,"borrowmoney",1
2807001,2807001,2804701,"borrowmoney",1
2807002,2807002,2808702,"borrowmoney",1
2807003,2807003,2808902,"borrowmoney",1
2807004,2807004,2806001,"borrowmoney",1
2807201,2807201,2809201,"borrowmoney",1
2807202,2807202,2808902,"borrowmoney",1
2807204,2807204,2807203,"borrowmoney",1
2807301,2807301,2812701,"borrowmoney",1
2807302,2807302,2821402,"borrowmoney",1
2807901,2807901,2822001,"borrowmoney",1
2807902,2807902,2807302,"borrowmoney",1
2808001,2808001,2823905,"borrowmoney",1
2808002,2808002,2822102,"borrowmoney",1
2808006,2808006,2808001,"borrowmoney",1
2808401,2808401,2808201,"borrowmoney",1
2808404,2808404,2807302,"borrowmoney",1
2808601,2808601,2808503,"borrowmoney",1
2808602,2808602,2808902,"borrowmoney",1
2809101,2809101,2808902,"borrowmoney",1
2809201,2809201,2811502,"borrowmoney",1
2809202,2809202,2806402,"borrowmoney",1
2809301,2809301,2800208,"borrowmoney",1
2809302,2809302,2809901,"borrowmoney",1
2809303,2809303,2800209,"borrowmoney",1
2809401,2809401,2822101,"borrowmoney",1
2809402,2809402,2822102,"borrowmoney",1
2809405,2809405,2822102,"borrowmoney",1
2809501,2809501,2806904,"borrowmoney",1
2809801,2809801,2800203,"borrowmoney",1
2809802,2809802,2823901,"borrowmoney",1
2809803,2809803,2808002,"borrowmoney",1
2809901,2809901,2823901,"borrowmoney",1
2810201,2810201,2813201,"borrowmoney",1
2810202,2810202,2813606,"borrowmoney",1
2810203,2810203,2800902,"borrowmoney",1
2810204,2810204,2813606,"borrowmoney",1
2810205,2810205,2830802,"borrowmoney",1
2810301,2810301,2810101,"borrowmoney",1
2810302,2810302,2801402,"borrowmoney",1
2810303,2810303,2819001,"borrowmoney",1
2810304,2810304,2810701,"borrowmoney",1
2810501,2810501,2800902,"borrowmoney",1
2810502,2810502,2812001,"borrowmoney",1
2810701,2810701,2810801,"borrowmoney",1
2810702,2810702,2822802,"borrowmoney",1
2810801,2810801,2825301,"borrowmoney",1
2811102,2811102,2811302,"borrowmoney",1
2811103,2811103,2811302,"borrowmoney",1
2811301,2811301,2811001,"borrowmoney",1
2811302,2811302,2811102,"borrowmoney",1
2811502,2811502,2809201,"borrowmoney",1
2811601,2811601,2810101,"borrowmoney",1
2811602,2811602,2811302,"borrowmoney",1
2811701,2811701,2810102,"borrowmoney",1
2811702,2811702,2811501,"borrowmoney",1
2811703,2811703,2825902,"borrowmoney",1
2811801,2811801,2802501,"borrowmoney",1
2811802,2811802,2811801,"borrowmoney",1
2812501,2812501,2812701,"borrowmoney",1
2812502,2812502,2810901,"borrowmoney",1
2812601,2812601,2815002,"borrowmoney",1
2812602,2812602,2811707,"borrowmoney",1
2812603,2812603,2815002,"borrowmoney",1
2812701,2812701,2803603,"borrowmoney",1
2812702,2812702,2810102,"borrowmoney",1
2812801,2812801,2812901,"borrowmoney",1
2812802,2812802,2810304,"borrowmoney",1
2812901,2812901,2806404,"borrowmoney",1
2812902,2812902,2813204,"borrowmoney",1
2813101,2813101,2821803,"borrowmoney",1
2813102,2813102,2821803,"borrowmoney",1
2813103,2813103,2803401,"borrowmoney",1
2813201,2813201,2828501,"borrowmoney",1
2813202,2813202,2813201,"borrowmoney",1
2813203,2813203,2813104,"borrowmoney",1
2813204,2813204,2804501,"borrowmoney",1
2813601,2813601,2824101,"borrowmoney",1
2813602,2813602,2813601,"borrowmoney",1
2814201,2814201,2814802,"borrowmoney",1
2814401,2814401,2814402,"borrowmoney",1
