"respondent","i","j","type","weight"
4000301,4000301,4022401,"borrowmoney",1
4000401,4000401,4018301,"borrowmoney",1
4000402,4000402,4020101,"borrowmoney",1
4000404,4000404,4020101,"borrowmoney",1
4000601,4000601,4001801,"borrowmoney",1
4000602,4000602,4000702,"borrowmoney",1
4001101,4001101,4000403,"borrowmoney",1
4001102,4001102,4000602,"borrowmoney",1
4001402,4001402,4002801,"borrowmoney",1
4001501,4001501,4003401,"borrowmoney",1
4001502,4001502,4001501,"borrowmoney",1
4001503,4001503,4001402,"borrowmoney",1
4001601,4001601,4003503,"borrowmoney",1
4001602,4001602,4003202,"borrowmoney",1
4001603,4001603,4010401,"borrowmoney",1
4001801,4001801,4000801,"borrowmoney",1
4001802,4001802,4000602,"borrowmoney",1
4002001,4002001,4003101,"borrowmoney",1
4002002,4002002,4003101,"borrowmoney",1
4002003,4002003,4002001,"borrowmoney",1
4002201,4002201,4002801,"borrowmoney",1
4002204,4002204,4008403,"borrowmoney",1
4002401,4002401,4003501,"borrowmoney",1
4002402,4002402,4002002,"borrowmoney",1
4002702,4002702,4002801,"borrowmoney",1
4002801,4002801,4001902,"borrowmoney",1
4003001,4003001,4000101,"borrowmoney",1
4003002,4003002,4000801,"borrowmoney",1
4003201,4003201,4003403,"borrowmoney",1
4003202,4003202,4003301,"borrowmoney",1
4003204,4003204,4003404,"borrowmoney",1
4003401,4003401,4018501,"borrowmoney",1
4003403,4003403,4003201,"borrowmoney",1
4003404,4003404,4003204,"borrowmoney",1
4003501,4003501,4000502,"borrowmoney",1
4003502,4003502,4000502,"borrowmoney",1
4003503,4003503,4023701,"borrowmoney",1
4003504,4003504,4000502,"borrowmoney",1
4003801,4003801,4004601,"borrowmoney",1
4003802,4003802,4004601,"borrowmoney",1
4003804,4003804,4004602,"borrowmoney",1
4004401,4004401,4006201,"borrowmoney",1
4004402,4004402,4008703,"borrowmoney",1
4004501,4004501,4020102,"borrowmoney",1
4004502,4004502,4020104,"borrowmoney",1
4004504,4004504,4004503,"borrowmoney",1
4004601,4004601,4008601,"borrowmoney",1
4004602,4004602,4008502,"borrowmoney",1
4005001,4005001,4009301,"borrowmoney",1
4005002,4005002,4018502,"borrowmoney",1
4005005,4005005,4000401,"borrowmoney",1
4005601,4005601,4007302,"borrowmoney",1
4005602,4005602,4007302,"borrowmoney",1
4005701,4005701,4006201,"borrowmoney",1
4005702,4005702,4006501,"borrowmoney",1
4005703,4005703,4006501,"borrowmoney",1
4005704,4005704,4006907,"borrowmoney",1
4006101,4006101,4006102,"borrowmoney",1
4006102,4006102,4006003,"borrowmoney",1
4006103,4006103,4006201,"borrowmoney",1
4006104,4006104,4000401,"borrowmoney",1
4006105,4006105,4006502,"borrowmoney",1
4006201,4006201,4013101,"borrowmoney",1
4006202,4006202,4006201,"borrowmoney",1
4006203,4006203,4006201,"borrowmoney",1
4006301,4006301,4006501,"borrowmoney",1
4006302,4006302,4006501,"borrowmoney",1
4006601,4006601,4006501,"borrowmoney",1
4006602,4006602,4006501,"borrowmoney",1
4006801,4006801,4018401,"borrowmoney",1
4006802,4006802,4005801,"borrowmoney",1
4006901,4006901,4006601,"borrowmoney",1
4006903,4006903,4005704,"borrowmoney",1
4006906,4006906,4006102,"borrowmoney",1
4006907,4006907,4007002,"borrowmoney",1
4007001,4007001,4018301,"borrowmoney",1
4007002,4007002,4005802,"borrowmoney",1
4007003,4007003,4005804,"borrowmoney",1
4007101,4007101,4005601,"borrowmoney",1
4007201,4007201,4004205,"borrowmoney",1
4007202,4007202,4005304,"borrowmoney",1
4007301,4007301,4009301,"borrowmoney",1
4007302,4007302,4009402,"borrowmoney",1
4007601,4007601,4009801,"borrowmoney",1
4007602,4007602,4009802,"borrowmoney",1
4007701,4007701,4010401,"borrowmoney",1
4007702,4007702,4010401,"borrowmoney",1
4007901,4007901,4008001,"borrowmoney",1
4007902,4007902,4007602,"borrowmoney",1
4008101,4008101,4008202,"borrowmoney",1
4008201,4008201,4008601,"borrowmoney",1
4008202,4008202,4008101,"borrowmoney",1
4008301,4008301,4008501,"borrowmoney",1
4008302,4008302,4008502,"borrowmoney",1
4008401,4008401,4008501,"borrowmoney",1
4008402,4008402,4008302,"borrowmoney",1
4008501,4008501,4008401,"borrowmoney",1
4008502,4008502,4008402,"borrowmoney",1
4008901,4008901,4009101,"borrowmoney",1
4008902,4008902,4009001,"borrowmoney",1
4009501,4009501,4009401,"borrowmoney",1
4009502,4009502,4009401,"borrowmoney",1
